Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital_Federal,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
779,Cajeme,2806,3030,3226,3459,207,1136,218,986,1036,761,57.4%,1985,993,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,10,100,993
780,Cajeme,1326,1432,1524,1633,105,657,235,551,371,393,51.6%,843,422,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,1,5,43,422
781,Cajeme,1375,1485,1581,1695,74,484,179,485,398,339,48.0%,813,407,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,5,41,407
782,Cajeme,955,1031,1098,1177,78,457,168,385,265,356,58.3%,686,344,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,1,4,35,344
783,Cajeme,2750,2970,3162,3390,92,1061,326,1340,603,852,47.4%,1607,804,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,9,81,804
784,Cajeme,2272,2453,2612,2800,102,812,276,1146,638,462,43.4%,1215,608,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,2,7,61,608
785,Cajeme,2610,2818,3001,3218,67,970,500,1070,675,928,55.0%,1771,886,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,9,89,886
786,Cajeme,2016,2177,2318,2485,137,970,249,843,673,537,53.8%,1336,669,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,7,67,669
787,Cajeme,1754,1894,2017,2162,86,698,250,633,368,490,43.8%,947,474,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,5,48,474
788,Cajeme,2902,3134,3337,3578,197,1359,302,1472,1075,882,60.4%,2162,1082,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,3,11,109,1082
789,Cajeme,2460,2656,2829,3033,99,1281,192,1030,808,552,49.6%,1503,752,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,8,76,752
790,Cajeme,1689,1824,1942,2082,69,910,247,522,348,414,40.4%,841,421,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,5,43,421
791,Cajeme,1342,1449,1543,1654,99,648,126,649,467,373,56.1%,927,464,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,1,5,47,464
792,Cajeme,2840,3067,3265,3500,126,1297,478,1123,921,799,54.3%,1900,951,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,10,96,951
793,Cajeme,1596,1723,1835,1967,86,658,125,608,506,453,53.8%,1059,530,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,2,6,53,530
794,Cajeme,1760,1900,2023,2168,59,937,324,790,690,481,59.7%,1293,647,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,7,65,647
795,Cajeme,2141,2312,2462,2640,52,933,374,738,589,636,51.3%,1353,677,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,7,68,677
796,Cajeme,2798,3021,3217,3449,159,1020,237,948,920,962,60.3%,2079,1040,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,3,11,104,1040
797,Cajeme,2938,3173,3378,3622,87,1483,517,1209,598,772,41.8%,1513,757,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,8,76,757
798,Cajeme,2185,2359,2512,2693,141,1000,345,898,535,589,46.1%,1241,621,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,7,63,621
799,Cajeme,1280,1382,1472,1578,32,513,195,527,391,393,54.9%,866,434,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,5,44,434
800,Cajeme,2533,2735,2912,3122,178,1308,525,1059,788,1008,63.6%,1984,993,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,10,100,993
801,Nogales,930,1004,1069,1146,63,385,111,388,267,250,49.8%,570,286,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,29,286
802,Nogales,2747,2966,3159,3387,80,998,400,1335,619,823,47.0%,1593,797,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,80,797
803,Nogales,947,1022,1089,1167,63,453,74,341,254,220,44.8%,522,262,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,27,262
804,Nogales,2461,2657,2830,3034,146,1151,260,929,598,626,44.6%,1351,676,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,68,676
805,Nogales,2523,2724,2901,3110,144,1175,350,1102,644,613,44.6%,1388,695,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,70,695
806,Nogales,2367,2556,2722,2919,191,1179,285,1292,653,476,42.7%,1247,624,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,63,624
807,Nogales,2005,2165,2305,2471,85,912,271,775,467,665,50.6%,1251,626,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,63,626
808,Nogales,1992,2151,2290,2455,104,1061,168,814,428,603,46.4%,1138,570,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,57,570
809,Nogales,706,762,811,869,18,269,92,239,260,180,55.9%,485,243,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,25,243
810,Nogales,2849,3076,3276,3513,107,1168,308,1022,905,762,52.4%,1842,922,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,10,93,922
811,Nogales,872,941,1002,1074,44,421,103,305,249,340,60.6%,650,326,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,33,326
812,Nogales,628,678,722,774,25,363,90,191,178,236,59.0%,456,229,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,23,229
813,Nogales,1015,1096,1167,1251,50,440,83,456,335,252,51.8%,648,325,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,33,325
814,Nogales,2961,3197,3405,3651,81,1271,227,1211,620,874,45.2%,1651,826,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,83,826
815,Nogales,552,596,634,679,27,213,108,216,204,133,54.7%,371,186,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,186
816,Nogales,1156,1248,1329,1425,45,455,181,454,368,245,47.5%,676,339,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,34,339
817,Nogales,1022,1103,1175,1259,44,399,107,542,358,299,57.6%,725,363,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,37,363
818,Nogales,2424,2617,2787,2988,135,870,260,1238,794,571,50.5%,1508,755,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,76,755
819,Nogales,1990,2149,2288,2453,50,928,339,743,765,539,58.7%,1440,721,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,73,721
820,Nogales,1387,1497,1595,1710,33,591,103,554,411,345,48.8%,835,418,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,42,418
821,Nogales,2835,3061,3260,3495,217,1322,570,1056,604,662,40.0%,1399,700,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,70,700
822,Nogales,965,1042,1109,1188,57,434,165,316,346,236,54.1%,642,322,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,33,322
823,Nogales,1877,2027,2158,2313,62,1042,327,806,483,584,50.9%,1177,589,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,59,589
824,Nogales,1105,1193,1270,1361,38,595,189,395,265,285,44.6%,607,304,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,31,304
825,Nogales,1607,1735,1848,1981,105,704,325,664,509,375,49.3%,976,489,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,49,489
826,Nogales,2766,2987,3180,3409,64,1150,405,1012,732,1043,57.5%,1960,981,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,10,99,981
827,Nogales,1961,2117,2255,2418,155,887,180,642,516,655,53.5%,1294,648,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,65,648
828,Nogales,1314,1419,1511,1620,88,518,251,494,313,436,51.1%,827,414,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,42,414
829,Nogales,1344,1451,1545,1656,89,662,140,577,364,242,40.4%,668,335,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,34,335
830,Nogales,932,1006,1071,1148,62,394,98,338,277,222,48.0%,550,276,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,28,276
831,Nogales,1144,1235,1315,1409,90,562,188,403,303,224,41.3%,581,291,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,30,291
832,Nogales,2717,2934,3124,3349,151,1138,254,1383,653,678,43.9%,1470,736,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,74,736
833,Nogales,2822,3047,3245,3479,92,1004,290,1293,796,533,42.2%,1468,735,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,74,735
834,Nogales,1709,1845,1965,2107,128,770,146,768,472,533,52.7%,1110,556,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,56,556
835,Nogales,1373,1482,1578,1691,48,631,199,382,490,357,55.3%,935,468,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,47,468
836,Nogales,2170,2343,2495,2675,81,859,326,767,612,799,58.3%,1558,780,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,78,780
837,Nogales,2775,2997,3191,3421,177,1151,382,819,1008,695,55.0%,1881,941,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,10,95,941
838,Nogales,2581,2787,2968,3182,74,1366,277,911,748,752,52.1%,1657,829,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,83,829
839,Nogales,969,1046,1114,1194,33,470,146,282,252,360,56.6%,675,338,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,34,338
840,Nogales,1349,1456,1551,1663,36,633,158,587,318,407,48.2%,800,401,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,41,401
841,Nogales,2866,3095,3295,3533,164,960,534,1128,901,910,56.7%,2001,1001,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,3,11,101,1001
842,Nogales,772,833,887,950,44,316,83,388,225,314,62.6%,594,298,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,30,298
843,Nogales,2573,2778,2958,3171,137,895,496,987,864,677,53.7%,1702,852,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,86,852
844,Nogales,2643,2854,3039,3258,102,1025,348,1095,952,673,55.1%,1795,898,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,90,898
845,Nogales,729,787,838,898,43,255,66,366,206,217,52.0%,467,234,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,24,234
846,Nogales,919,992,1056,1132,37,433,84,380,190,230,40.9%,463,232,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,24,232
847,Nogales,2095,2262,2409,2583,152,974,298,946,666,548,51.9%,1341,671,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,68,671
848,Nogales,2322,2507,2670,2863,82,1232,246,1275,717,636,52.2%,1494,748,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,75,748
849,Nogales,512,552,588,630,38,235,87,201,157,131,50.3%,317,159,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,16,159
850,Nogales,2523,2724,2901,3110,121,1154,478,978,892,705,56.7%,1764,883,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,89,883
851,Nogales,2874,3103,3305,3544,81,1497,359,1208,831,1180,62.7%,2222,1112,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,3,12,112,1112
852,Nogales,730,788,839,899,22,319,61,253,231,227,56.3%,505,253,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,26,253
853,Nogales,2157,2329,2480,2659,111,1075,342,831,501,572,44.6%,1185,593,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,60,593
854,Nogales,1948,2103,2240,2402,65,1117,290,776,529,434,44.3%,1063,532,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,54,532
855,Nogales,1520,1641,1747,1872,99,693,232,571,504,403,53.5%,1001,501,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,51,501
856,Nogales,1389,1500,1597,1712,102,641,248,578,437,330,49.5%,846,424,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,43,424
857,Nogales,2472,2669,2842,3047,111,1138,253,1371,586,624,43.9%,1336,669,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,67,669
858,Nogales,2667,2880,3067,3289,76,985,389,1185,515,696,40.7%,1338,670,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,67,670
859,Nogales,2844,3071,3270,3506,172,1261,278,1051,759,898,52.2%,1831,916,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,10,92,916
860,Nogales,1066,1151,1225,1313,59,481,144,351,332,376,59.5%,781,391,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,40,391
861,Nogales,2327,2513,2676,2869,135,1004,389,916,472,664,43.8%,1255,628,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,63,628
862,Nogales,2814,3039,3236,3470,193,1357,457,1002,912,1063,62.9%,2183,1092,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,3,11,110,1092
863,Nogales,2881,3111,3313,3552,91,1662,300,1025,823,573,43.4%,1542,772,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,78,772
864,Nogales,1752,1892,2014,2159,93,864,125,622,473,337,41.5%,895,448,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,45,448
865,Nogales,2139,2310,2459,2636,73,853,234,936,763,750,63.4%,1671,836,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,84,836
866,Nogales,982,1060,1129,1210,50,372,130,483,263,346,55.5%,671,336,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,34,336
867,Nogales,1044,1127,1200,1286,66,476,75,404,294,257,47.3%,608,305,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,31,305
868,Nogales,2145,2316,2466,2644,134,897,288,1126,697,594,53.9%,1426,714,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,72,714
869,Nogales,2194,2369,2523,2705,81,853,331,668,482,658,46.6%,1259,630,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,63,630
870,Nogales,1502,1622,1727,1851,34,559,213,439,515,539,62.9%,1163,582,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,59,582
871,Nogales,1924,2077,2212,2371,72,903,316,962,718,591,61.0%,1445,723,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,73,723
872,Nogales,2742,2961,3153,3381,127,1457,279,1316,1079,825,62.2%,2103,1052,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,3,11,106,1052
873,Nogales,1077,1163,1238,1327,24,433,147,387,400,249,54.0%,717,359,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,36,359
874,Nogales,2627,2837,3021,3239,122,1482,419,1066,976,618,54.4%,1761,881,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,89,881
875,Nogales,2561,2765,2945,3158,151,928,206,1043,647,796,50.5%,1594,798,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,80,798
876,Nogales,588,635,676,724,32,204,89,299,134,166,45.7%,330,166,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,17,166
877,Nogales,1405,1517,1615,1731,84,781,261,637,322,371,44.2%,765,383,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,39,383
878,Nogales,2726,2944,3134,3360,90,1378,550,1228,756,858,53.1%,1782,892,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,90,892
879,Nogales,818,883,940,1007,42,334,166,297,353,224,63.2%,636,319,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,32,319
880,Nogales,935,1009,1075,1152,56,433,188,345,265,179,42.5%,489,245,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,25,245
881,Nogales,1817,1962,2089,2239,46,775,183,779,692,612,64.3%,1440,721,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,73,721
882,Nogales,547,590,629,674,30,304,49,213,192,179,60.7%,409,205,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,21,205
883,Nogales,2778,3000,3194,3424,196,1449,268,1020,867,911,57.4%,1963,982,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,10,99,982
884,Nogales,881,951,1013,1086,68,464,103,386,324,232,56.6%,614,308,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,31,308
885,Nogales,2010,2170,2311,2478,162,893,473,858,544,421,43.0%,1065,533,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,54,533
886,Nogales,1282,1384,1474,1580,102,575,195,377,354,412,53.5%,845,423,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,43,423
